order_id,order_date,account_id,sku_id,quantity_cases,unit_price,discount_pct,net_revenue
ORD001668,2024-09-17,ACC0047,SKU0012,4,121.28,10.0,436.61
ORD001552,2024-09-18,ACC0021,SKU0002,4,42.03,0.0,168.12
ORD000818,2024-09-18,ACC0024,SKU0016,14,215.79,0.0,3021.06
ORD000996,2024-09-19,ACC0032,SKU0010,7,123.92,0.0,867.44
ORD001175,2024-09-19,ACC0014,SKU0024,17,38.82,0.0,659.94
ORD002411,2024-09-20,ACC0028,SKU0004,8,45.13,5.0,342.99
ORD001066,2024-09-20,ACC0056,SKU0002,1,40.34,5.0,38.32
ORD002015,2024-09-20,ACC0038,SKU0009,6,41.3,5.0,235.41
ORD001796,2024-09-20,ACC0029,SKU0026,2,23.3,10.0,41.94
ORD000786,2024-09-20,ACC0042,SKU0003,1,42.55,10.0,38.3
ORD001400,2024-09-20,ACC0030,SKU0020,5,38.33,0.0,191.65
ORD002159,2024-09-21,ACC0014,SKU0002,20,41.28,20.0,660.48
ORD000295,2024-09-21,ACC0056,SKU0023,6,37.74,0.0,226.44
ORD000812,2024-09-21,ACC0022,SKU0027,7,24.52,0.0,171.64
ORD000145,2024-09-21,ACC0016,SKU0026,4,23.57,0.0,94.28
ORD002182,2024-09-21,ACC0015,SKU0013,11,116.77,0.0,1284.47
ORD002334,2024-09-22,ACC0003,SKU0012,1,129.14,10.0,116.23
ORD002333,2024-09-22,ACC0042,SKU0012,7,127.71,15.0,759.87
ORD002481,2024-09-22,ACC0026,SKU0024,3,39.6,0.0,118.8
ORD000717,2024-09-22,ACC0032,SKU0002,4,40.43,0.0,161.72
ORD000690,2024-09-22,ACC0049,SKU0025,8,40.17,10.0,289.22
ORD001548,2024-09-22,ACC0055,SKU0023,8,37.43,0.0,299.44
ORD001863,2024-09-22,ACC0052,SKU0003,6,40.47,0.0,242.82
ORD000265,2024-09-22,ACC0060,SKU0015,3,199.53,10.0,538.73
ORD001252,2024-09-22,ACC0007,SKU0018,5,226.13,5.0,1074.12
ORD002190,2024-09-22,ACC0001,SKU0011,3,121.1,0.0,363.3
ORD002587,2024-09-23,ACC0006,SKU0006,6,41.27,0.0,247.62
ORD001998,2024-09-23,ACC0026,SKU0006,6,43.25,0.0,259.5
ORD001256,2024-09-23,ACC0044,SKU0015,5,217.11,20.0,868.44
ORD000950,2024-09-23,ACC0001,SKU0014,7,224.46,0.0,1571.22
ORD001255,2024-09-23,ACC0051,SKU0007,4,43.97,0.0,175.88
ORD000676,2024-09-24,ACC0042,SKU0001,10,44.88,10.0,403.92
ORD000925,2024-09-24,ACC0049,SKU0014,6,200.37,0.0,1202.22
ORD001872,2024-09-24,ACC0060,SKU0004,2,40.31,20.0,64.5
ORD000853,2024-09-24,ACC0016,SKU0018,6,221.23,10.0,1194.64
ORD001760,2024-09-24,ACC0041,SKU0014,3,226.52,15.0,577.63
ORD000235,2024-09-24,ACC0038,SKU0014,2,201.04,0.0,402.08
ORD002360,2024-09-24,ACC0047,SKU0012,8,116.35,0.0,930.8
ORD000255,2024-09-24,ACC0021,SKU0026,6,23.95,0.0,143.7
ORD000407,2024-09-25,ACC0057,SKU0005,8,44.61,10.0,321.19
ORD002027,2024-09-25,ACC0028,SKU0011,2,116.2,0.0,232.4
ORD000651,2024-09-25,ACC0040,SKU0003,3,42.74,0.0,128.22
ORD001267,2024-09-25,ACC0037,SKU0018,6,208.81,0.0,1252.86
ORD001133,2024-09-25,ACC0020,SKU0016,4,219.25,0.0,877.0
ORD000943,2024-09-25,ACC0035,SKU0014,5,217.77,5.0,1034.41
ORD000326,2024-09-25,ACC0045,SKU0003,8,41.93,0.0,335.44
ORD000856,2024-09-25,ACC0046,SKU0027,9,23.25,0.0,209.25
ORD000968,2024-09-25,ACC0028,SKU0010,5,117.37,5.0,557.51
ORD001119,2024-09-25,ACC0026,SKU0012,8,116.91,0.0,935.28
ORD002495,2024-09-26,ACC0039,SKU0023,8,39.41,5.0,299.52
ORD001288,2024-09-26,ACC0034,SKU0021,21,38.46,5.0,767.28
ORD001671,2024-09-27,ACC0023,SKU0004,3,43.63,15.0,111.26
ORD001841,2024-09-27,ACC0047,SKU0023,2,37.3,5.0,70.87
ORD000065,2024-09-27,ACC0010,SKU0008,2,43.07,0.0,86.14
ORD001398,2024-09-27,ACC0046,SKU0010,4,115.23,15.0,391.78
ORD001429,2024-09-28,ACC0020,SKU0010,8,114.02,0.0,912.16
ORD002385,2024-09-28,ACC0052,SKU0024,4,39.29,5.0,149.3
ORD000267,2024-09-28,ACC0021,SKU0009,3,43.03,0.0,129.09
ORD002169,2024-09-28,ACC0060,SKU0028,4,23.18,5.0,88.08
ORD000805,2024-09-28,ACC0036,SKU0026,4,24.46,10.0,88.06
ORD001428,2024-09-29,ACC0047,SKU0026,2,24.71,0.0,49.42
ORD000538,2024-09-29,ACC0054,SKU0028,14,24.71,15.0,294.05
ORD002177,2024-09-29,ACC0045,SKU0029,6,24.71,0.0,148.26
ORD001268,2024-09-29,ACC0024,SKU0010,3,126.07,0.0,378.21
ORD000474,2024-09-29,ACC0058,SKU0009,4,43.77,15.0,148.82
ORD000020,2024-09-30,ACC0002,SKU0025,2,37.23,0.0,74.46
ORD000094,2024-09-30,ACC0031,SKU0027,9,25.0,5.0,213.75
ORD001407,2024-09-30,ACC0031,SKU0001,5,43.5,0.0,217.5
ORD002331,2024-09-30,ACC0035,SKU0018,3,216.73,0.0,650.19
ORD001439,2024-09-30,ACC0029,SKU0006,1,41.37,5.0,39.3
ORD000771,2024-09-30,ACC0039,SKU0003,13,40.81,15.0,450.95
ORD000320,2024-10-01,ACC0050,SKU0020,9,40.8,0.0,367.2
ORD000197,2024-10-01,ACC0044,SKU0010,5,122.49,0.0,612.45
ORD000850,2024-10-01,ACC0048,SKU0018,11,212.93,0.0,2342.23
ORD000512,2024-10-01,ACC0019,SKU0010,14,119.5,5.0,1589.35
ORD000153,2024-10-01,ACC0002,SKU0019,10,218.31,0.0,2183.1
ORD001191,2024-10-02,ACC0043,SKU0006,1,40.27,10.0,36.24
ORD000828,2024-10-02,ACC0060,SKU0018,1,206.91,0.0,206.91
ORD000007,2024-10-02,ACC0057,SKU0021,2,39.72,10.0,71.5
ORD000085,2024-10-02,ACC0035,SKU0016,8,214.22,0.0,1713.76
ORD001069,2024-10-02,ACC0003,SKU0006,3,44.21,0.0,132.63
ORD000310,2024-10-02,ACC0034,SKU0018,16,217.13,0.0,3474.08
ORD001850,2024-10-03,ACC0049,SKU0005,4,43.6,0.0,174.4
ORD000641,2024-10-03,ACC0035,SKU0026,19,24.77,0.0,470.63
ORD000947,2024-10-04,ACC0048,SKU0019,3,220.0,15.0,561.0
ORD000325,2024-10-04,ACC0047,SKU0025,12,37.8,10.0,408.24
ORD001945,2024-10-04,ACC0026,SKU0014,4,206.27,15.0,701.32
ORD001833,2024-10-04,ACC0013,SKU0015,8,219.89,0.0,1759.12
ORD002294,2024-10-04,ACC0044,SKU0019,8,206.35,10.0,1485.72
ORD001150,2024-10-05,ACC0051,SKU0008,3,43.64,20.0,104.74
ORD002054,2024-10-05,ACC0007,SKU0008,14,45.2,15.0,537.88
ORD000052,2024-10-05,ACC0025,SKU0009,2,40.35,0.0,80.7
ORD001126,2024-10-05,ACC0019,SKU0022,10,39.21,5.0,372.5
ORD000168,2024-10-05,ACC0050,SKU0021,4,40.47,0.0,161.88
ORD001644,2024-10-05,ACC0015,SKU0027,10,25.52,0.0,255.2
ORD000972,2024-10-06,ACC0040,SKU0008,4,44.59,0.0,178.36
ORD002424,2024-10-06,ACC0009,SKU0020,5,39.82,5.0,189.14
ORD001829,2024-10-06,ACC0041,SKU0010,5,117.73,0.0,588.65
ORD002170,2024-10-06,ACC0046,SKU0027,6,25.15,10.0,135.81
ORD002525,2024-10-07,ACC0033,SKU0005,9,40.92,10.0,331.45
ORD001582,2024-10-07,ACC0058,SKU0025,5,40.11,5.0,190.52
ORD001274,2024-10-07,ACC0025,SKU0019,12,209.85,0.0,2518.2
ORD000903,2024-10-07,ACC0023,SKU0018,1,219.97,0.0,219.97
ORD000669,2024-10-07,ACC0031,SKU0029,4,25.1,0.0,100.4
ORD001440,2024-10-07,ACC0002,SKU0015,14,200.98,15.0,2391.66
ORD002455,2024-10-07,ACC0008,SKU0009,3,44.7,0.0,134.1
ORD002405,2024-10-08,ACC0004,SKU0010,2,114.59,0.0,229.18
ORD000606,2024-10-08,ACC0031,SKU0012,2,118.71,5.0,225.55
ORD001557,2024-10-08,ACC0031,SKU0014,8,209.73,0.0,1677.84
ORD001049,2024-10-08,ACC0008,SKU0027,4,25.65,20.0,82.08
ORD000248,2024-10-08,ACC0039,SKU0016,4,225.07,10.0,810.25
ORD001354,2024-10-08,ACC0043,SKU0014,11,202.92,0.0,2232.12
ORD000814,2024-10-08,ACC0037,SKU0013,8,114.25,0.0,914.0
ORD001034,2024-10-08,ACC0057,SKU0002,8,44.96,10.0,323.71
ORD001098,2024-10-09,ACC0021,SKU0017,7,212.21,15.0,1262.65
ORD000112,2024-10-09,ACC0011,SKU0004,5,40.14,0.0,200.7
ORD001517,2024-10-09,ACC0057,SKU0003,7,42.64,0.0,298.48
ORD000958,2024-10-09,ACC0010,SKU0003,5,44.27,0.0,221.35
ORD000464,2024-10-09,ACC0058,SKU0007,4,44.14,0.0,176.56
ORD002183,2024-10-09,ACC0044,SKU0027,4,24.94,5.0,94.77
ORD000730,2024-10-10,ACC0045,SKU0002,2,40.3,0.0,80.6
ORD001813,2024-10-10,ACC0023,SKU0024,4,40.62,5.0,154.36
ORD002282,2024-10-10,ACC0037,SKU0028,1,25.14,0.0,25.14
ORD000699,2024-10-10,ACC0060,SKU0023,11,36.57,0.0,402.27
ORD000582,2024-10-10,ACC0011,SKU0002,10,40.46,15.0,343.91
ORD001977,2024-10-10,ACC0059,SKU0024,16,36.66,0.0,586.56
ORD002019,2024-10-11,ACC0025,SKU0010,5,126.78,5.0,602.2
ORD000993,2024-10-11,ACC0029,SKU0019,6,209.63,0.0,1257.78
ORD002207,2024-10-11,ACC0058,SKU0019,5,214.8,20.0,859.2
ORD001702,2024-10-11,ACC0016,SKU0016,1,222.34,10.0,200.11
ORD000296,2024-10-12,ACC0018,SKU0017,5,225.66,0.0,1128.3
ORD001458,2024-10-12,ACC0021,SKU0023,3,37.59,0.0,112.77
ORD001250,2024-10-12,ACC0044,SKU0010,1,117.38,0.0,117.38
ORD001733,2024-10-12,ACC0002,SKU0010,6,121.53,0.0,729.18
ORD001203,2024-10-13,ACC0013,SKU0003,2,43.15,0.0,86.3
ORD002302,2024-10-13,ACC0034,SKU0025,1,39.01,0.0,39.01
ORD000596,2024-10-13,ACC0008,SKU0001,7,44.88,5.0,298.45
ORD000446,2024-10-14,ACC0029,SKU0019,7,213.29,10.0,1343.73
ORD000816,2024-10-14,ACC0017,SKU0023,1,40.24,0.0,40.24
ORD002154,2024-10-14,ACC0031,SKU0024,17,40.32,10.0,616.9
ORD000955,2024-10-14,ACC0003,SKU0008,5,41.25,0.0,206.25
ORD000847,2024-10-14,ACC0045,SKU0026,2,24.24,15.0,41.21
ORD000540,2024-10-14,ACC0050,SKU0027,5,25.35,0.0,126.75
ORD002129,2024-10-14,ACC0024,SKU0019,8,208.17,0.0,1665.36
ORD002262,2024-10-14,ACC0057,SKU0001,4,41.73,0.0,166.92
ORD000304,2024-10-14,ACC0053,SKU0002,10,43.11,0.0,431.1
ORD001177,2024-10-15,ACC0056,SKU0011,8,114.11,10.0,821.59
ORD001811,2024-10-15,ACC0002,SKU0022,9,40.43,0.0,363.87
ORD001957,2024-10-16,ACC0030,SKU0005,13,43.99,0.0,571.87
ORD000817,2024-10-16,ACC0060,SKU0011,7,121.36,0.0,849.52
ORD001899,2024-10-17,ACC0021,SKU0015,30,200.08,0.0,6002.4
ORD001654,2024-10-17,ACC0053,SKU0021,3,38.44,0.0,115.32
ORD000959,2024-10-17,ACC0003,SKU0021,16,38.22,0.0,611.52
ORD000050,2024-10-17,ACC0036,SKU0028,3,24.32,0.0,72.96
ORD002367,2024-10-17,ACC0042,SKU0023,6,37.74,0.0,226.44
ORD000841,2024-10-17,ACC0021,SKU0010,6,116.81,5.0,665.82
ORD001963,2024-10-18,ACC0012,SKU0028,2,22.88,0.0,45.76
ORD001020,2024-10-18,ACC0054,SKU0001,5,42.0,0.0,210.0
ORD000040,2024-10-18,ACC0058,SKU0017,5,220.32,0.0,1101.6
ORD000039,2024-10-18,ACC0041,SKU0018,4,213.65,0.0,854.6
ORD002118,2024-10-18,ACC0015,SKU0012,12,128.68,15.0,1312.54
ORD000466,2024-10-18,ACC0055,SKU0014,11,205.73,0.0,2263.03
ORD001703,2024-10-19,ACC0016,SKU0004,6,44.61,10.0,240.89
ORD000718,2024-10-19,ACC0044,SKU0018,3,207.16,5.0,590.41
ORD000918,2024-10-19,ACC0025,SKU0024,9,39.91,15.0,305.31
ORD001809,2024-10-19,ACC0036,SKU0022,3,40.04,5.0,114.11
ORD002557,2024-10-19,ACC0010,SKU0001,7,43.83,0.0,306.81
ORD001978,2024-10-19,ACC0028,SKU0025,1,37.92,0.0,37.92
ORD000711,2024-10-19,ACC0024,SKU0021,3,41.01,10.0,110.73
ORD000964,2024-10-20,ACC0040,SKU0021,12,37.31,0.0,447.72
ORD001420,2024-10-20,ACC0050,SKU0003,13,42.8,0.0,556.4
ORD001495,2024-10-20,ACC0013,SKU0007,3,44.35,10.0,119.75
ORD002394,2024-10-20,ACC0005,SKU0003,15,40.43,0.0,606.45
ORD002219,2024-10-20,ACC0011,SKU0001,5,41.83,0.0,209.15
ORD002115,2024-10-20,ACC0057,SKU0007,3,43.26,5.0,123.29
ORD001480,2024-10-21,ACC0057,SKU0013,5,128.48,0.0,642.4
ORD000435,2024-10-21,ACC0030,SKU0029,3,25.33,10.0,68.39
ORD001231,2024-10-21,ACC0050,SKU0018,1,219.53,15.0,186.6
ORD000034,2024-10-21,ACC0006,SKU0013,26,121.74,0.0,3165.24
ORD000815,2024-10-21,ACC0041,SKU0011,5,116.14,0.0,580.7
ORD000919,2024-10-22,ACC0005,SKU0022,17,41.02,0.0,697.34
ORD002434,2024-10-22,ACC0056,SKU0017,9,224.6,0.0,2021.4
ORD001848,2024-10-22,ACC0006,SKU0008,4,45.16,0.0,180.64
ORD001518,2024-10-23,ACC0009,SKU0019,6,211.29,10.0,1140.97
ORD000289,2024-10-23,ACC0006,SKU0005,7,41.39,0.0,289.73
ORD000904,2024-10-23,ACC0048,SKU0013,12,123.15,0.0,1477.8
ORD001620,2024-10-23,ACC0045,SKU0028,2,25.61,0.0,51.22
ORD001976,2024-10-24,ACC0042,SKU0001,7,43.73,20.0,244.89
ORD002345,2024-10-24,ACC0029,SKU0006,5,41.88,15.0,177.99
ORD001564,2024-10-24,ACC0055,SKU0027,5,22.99,5.0,109.2
ORD001131,2024-10-24,ACC0030,SKU0006,4,44.3,15.0,150.62
ORD001731,2024-10-24,ACC0041,SKU0021,4,39.03,0.0,156.12
ORD002476,2024-10-25,ACC0011,SKU0001,6,42.78,0.0,256.68
ORD002289,2024-10-25,ACC0016,SKU0009,5,42.47,0.0,212.35
ORD000091,2024-10-25,ACC0030,SKU0012,16,115.51,0.0,1848.16
ORD001421,2024-10-26,ACC0006,SKU0008,4,42.56,0.0,170.24
ORD000677,2024-10-26,ACC0006,SKU0023,3,37.91,15.0,96.67
ORD002246,2024-10-26,ACC0003,SKU0001,3,42.7,5.0,121.7
ORD002560,2024-10-26,ACC0030,SKU0014,14,201.5,10.0,2538.9
ORD001780,2024-10-27,ACC0039,SKU0006,5,40.96,0.0,204.8
ORD000600,2024-10-27,ACC0031,SKU0024,7,40.06,5.0,266.4
ORD001292,2024-10-27,ACC0058,SKU0006,6,42.59,20.0,204.43
ORD000911,2024-10-27,ACC0031,SKU0024,3,38.83,10.0,104.84
ORD001730,2024-10-27,ACC0029,SKU0019,13,213.66,10.0,2499.82
ORD002494,2024-10-27,ACC0047,SKU0022,7,38.84,0.0,271.88
ORD002299,2024-10-27,ACC0001,SKU0022,3,38.54,0.0,115.62
ORD000880,2024-10-28,ACC0047,SKU0021,1,40.11,0.0,40.11
ORD001579,2024-10-28,ACC0035,SKU0006,12,40.97,0.0,491.64
ORD002570,2024-10-28,ACC0040,SKU0019,2,202.18,0.0,404.36
ORD001360,2024-10-28,ACC0037,SKU0005,8,40.85,0.0,326.8
ORD002091,2024-10-28,ACC0036,SKU0004,6,42.2,0.0,253.2
ORD002021,2024-10-28,ACC0002,SKU0020,19,37.34,0.0,709.46
ORD002437,2024-10-28,ACC0036,SKU0010,3,127.24,0.0,381.72
ORD002362,2024-10-28,ACC0019,SKU0008,6,41.49,10.0,224.05
ORD000788,2024-10-29,ACC0028,SKU0024,1,36.54,5.0,34.71
ORD000628,2024-10-29,ACC0005,SKU0004,10,40.09,0.0,400.9
ORD002078,2024-10-29,ACC0025,SKU0027,6,22.81,0.0,136.86
ORD001023,2024-10-29,ACC0059,SKU0009,8,41.76,20.0,267.26
ORD002480,2024-10-29,ACC0018,SKU0014,2,206.58,0.0,413.16
ORD002556,2024-10-29,ACC0047,SKU0005,4,40.32,0.0,161.28
ORD001436,2024-10-29,ACC0009,SKU0019,3,210.19,0.0,630.57
ORD001913,2024-10-30,ACC0010,SKU0007,1,45.29,5.0,43.03
ORD002267,2024-10-30,ACC0007,SKU0027,11,25.08,10.0,248.29
ORD001037,2024-10-30,ACC0015,SKU0003,5,44.82,0.0,224.1
ORD000559,2024-10-30,ACC0056,SKU0011,1,123.4,5.0,117.23
ORD000178,2024-10-30,ACC0036,SKU0005,2,41.08,20.0,65.73
ORD002018,2024-10-31,ACC0027,SKU0027,4,24.42,0.0,97.68
ORD000979,2024-10-31,ACC0059,SKU0005,13,39.91,0.0,518.83
ORD002484,2024-10-31,ACC0026,SKU0015,5,213.04,0.0,1065.2
ORD000103,2024-11-01,ACC0058,SKU0017,7,214.41,0.0,1500.87
ORD002297,2024-11-01,ACC0016,SKU0027,3,25.81,0.0,77.43
ORD000634,2024-11-01,ACC0030,SKU0029,4,23.01,0.0,92.04
ORD000083,2024-11-02,ACC0023,SKU0011,3,119.83,10.0,323.54
ORD001818,2024-11-02,ACC0019,SKU0026,9,25.39,0.0,228.51
ORD002358,2024-11-02,ACC0052,SKU0026,7,25.38,0.0,177.66
ORD002039,2024-11-02,ACC0019,SKU0006,4,43.86,0.0,175.44
ORD000129,2024-11-02,ACC0034,SKU0005,2,42.75,0.0,85.5
ORD000374,2024-11-02,ACC0013,SKU0004,4,43.56,10.0,156.82
ORD001209,2024-11-02,ACC0058,SKU0025,1,38.72,0.0,38.72
ORD002529,2024-11-03,ACC0006,SKU0010,12,114.21,0.0,1370.52
ORD001941,2024-11-03,ACC0011,SKU0027,1,24.13,0.0,24.13
ORD002240,2024-11-03,ACC0007,SKU0005,19,42.52,0.0,807.88
ORD001607,2024-11-03,ACC0015,SKU0009,8,44.97,10.0,323.78
ORD001619,2024-11-03,ACC0043,SKU0023,9,39.59,0.0,356.31
ORD002436,2024-11-03,ACC0045,SKU0025,1,37.79,5.0,35.9
ORD000732,2024-11-04,ACC0036,SKU0021,5,36.58,0.0,182.9
ORD001358,2024-11-04,ACC0042,SKU0022,2,37.77,0.0,75.54
ORD002571,2024-11-04,ACC0022,SKU0009,3,44.58,5.0,127.05
ORD000894,2024-11-05,ACC0015,SKU0017,16,217.52,0.0,3480.32
ORD002314,2024-11-05,ACC0053,SKU0011,5,126.41,0.0,632.05
ORD000704,2024-11-05,ACC0030,SKU0022,6,39.07,0.0,234.42
ORD001699,2024-11-05,ACC0051,SKU0010,9,116.19,0.0,1045.71
ORD002376,2024-11-05,ACC0020,SKU0025,7,40.58,0.0,284.06
ORD000658,2024-11-05,ACC0060,SKU0005,5,41.23,15.0,175.23
ORD000015,2024-11-06,ACC0026,SKU0026,13,22.95,0.0,298.35
ORD001148,2024-11-06,ACC0042,SKU0016,16,217.52,0.0,3480.32
ORD001569,2024-11-06,ACC0006,SKU0009,3,42.67,0.0,128.01
ORD000740,2024-11-06,ACC0032,SKU0017,11,223.72,0.0,2460.92
ORD001667,2024-11-06,ACC0044,SKU0023,6,38.35,20.0,184.08
ORD000333,2024-11-07,ACC0060,SKU0002,8,42.27,15.0,287.44
ORD001261,2024-11-07,ACC0052,SKU0010,6,114.81,0.0,688.86
ORD000256,2024-11-07,ACC0047,SKU0006,6,42.55,20.0,204.24
ORD002487,2024-11-07,ACC0019,SKU0010,3,118.1,0.0,354.3
ORD001865,2024-11-07,ACC0015,SKU0013,1,128.15,10.0,115.34
ORD002188,2024-11-07,ACC0027,SKU0002,3,40.45,0.0,121.35
ORD001507,2024-11-08,ACC0014,SKU0021,21,39.54,5.0,788.82
ORD000997,2024-11-08,ACC0031,SKU0016,6,200.52,0.0,1203.12
ORD002578,2024-11-08,ACC0038,SKU0028,3,25.32,5.0,72.16
ORD001814,2024-11-08,ACC0042,SKU0019,17,209.05,10.0,3198.47
ORD000907,2024-11-08,ACC0046,SKU0010,4,121.28,10.0,436.61
ORD001015,2024-11-08,ACC0041,SKU0028,8,25.89,10.0,186.41
ORD001312,2024-11-08,ACC0008,SKU0027,3,25.54,10.0,68.96
ORD002563,2024-11-08,ACC0037,SKU0026,10,24.43,5.0,232.09
ORD002543,2024-11-08,ACC0045,SKU0001,5,40.27,10.0,181.22
ORD000396,2024-11-08,ACC0021,SKU0018,6,208.32,0.0,1249.92
ORD000900,2024-11-09,ACC0046,SKU0010,1,127.81,5.0,121.42
ORD001784,2024-11-09,ACC0010,SKU0026,6,23.21,0.0,139.26
ORD001465,2024-11-09,ACC0053,SKU0023,1,37.83,0.0,37.83
ORD000131,2024-11-09,ACC0026,SKU0026,4,23.93,0.0,95.72
ORD000440,2024-11-09,ACC0029,SKU0022,3,36.51,0.0,109.53
ORD000555,2024-11-10,ACC0045,SKU0017,16,212.42,0.0,3398.72
ORD001618,2024-11-10,ACC0059,SKU0016,2,206.86,10.0,372.35
ORD001502,2024-11-10,ACC0060,SKU0017,3,205.61,0.0,616.83
ORD000517,2024-11-10,ACC0019,SKU0008,8,44.0,5.0,334.4
ORD002026,2024-11-11,ACC0044,SKU0008,5,40.35,5.0,191.66
ORD001980,2024-11-11,ACC0042,SKU0007,14,40.54,0.0,567.56
ORD000761,2024-11-11,ACC0046,SKU0001,16,40.81,0.0,652.96
ORD001423,2024-11-11,ACC0049,SKU0004,13,43.7,10.0,511.29
ORD000369,2024-11-12,ACC0005,SKU0021,3,38.91,10.0,105.06
ORD001689,2024-11-12,ACC0020,SKU0018,11,219.45,10.0,2172.55
ORD001629,2024-11-12,ACC0018,SKU0009,5,42.2,0.0,211.0
ORD000351,2024-11-12,ACC0026,SKU0005,1,40.8,0.0,40.8
ORD002540,2024-11-12,ACC0055,SKU0014,6,217.08,0.0,1302.48
ORD001609,2024-11-12,ACC0047,SKU0020,3,38.45,0.0,115.35
ORD001253,2024-11-13,ACC0006,SKU0007,11,43.49,0.0,478.39
ORD001515,2024-11-13,ACC0054,SKU0015,19,221.4,0.0,4206.6
ORD002014,2024-11-13,ACC0059,SKU0027,10,24.07,10.0,216.63
ORD000621,2024-11-13,ACC0056,SKU0018,10,213.94,0.0,2139.4
ORD002504,2024-11-13,ACC0043,SKU0016,12,212.98,0.0,2555.76
ORD002242,2024-11-14,ACC0019,SKU0027,5,23.28,0.0,116.4
ORD000893,2024-11-14,ACC0042,SKU0019,13,211.06,0.0,2743.78
ORD001025,2024-11-14,ACC0038,SKU0015,9,217.26,0.0,1955.34
ORD001616,2024-11-15,ACC0057,SKU0017,11,219.06,15.0,2048.21
ORD000139,2024-11-15,ACC0030,SKU0020,8,39.77,0.0,318.16
ORD000518,2024-11-15,ACC0005,SKU0011,4,116.5,0.0,466.0
ORD000344,2024-11-15,ACC0055,SKU0013,6,123.7,0.0,742.2
ORD000317,2024-11-16,ACC0034,SKU0015,16,206.35,20.0,2641.28
ORD001687,2024-11-16,ACC0057,SKU0003,5,40.69,5.0,193.28
ORD000412,2024-11-16,ACC0056,SKU0024,14,36.6,0.0,512.4
ORD000992,2024-11-16,ACC0022,SKU0015,8,215.55,0.0,1724.4
ORD001003,2024-11-16,ACC0003,SKU0022,2,37.17,15.0,63.19
ORD000586,2024-11-17,ACC0033,SKU0006,3,44.93,15.0,114.57
ORD002291,2024-11-17,ACC0012,SKU0017,1,206.57,0.0,206.57
ORD001852,2024-11-17,ACC0007,SKU0025,5,37.2,15.0,158.1
ORD001338,2024-11-18,ACC0036,SKU0002,1,45.26,0.0,45.26
ORD001648,2024-11-18,ACC0050,SKU0002,11,43.62,0.0,479.82
ORD000467,2024-11-18,ACC0003,SKU0012,6,118.18,0.0,709.08
ORD000599,2024-11-18,ACC0050,SKU0020,10,40.82,10.0,367.38
ORD002251,2024-11-18,ACC0004,SKU0006,8,43.08,0.0,344.64
ORD001643,2024-11-19,ACC0045,SKU0029,5,25.49,0.0,127.45
ORD000418,2024-11-19,ACC0059,SKU0005,6,45.34,0.0,272.04
ORD001915,2024-11-19,ACC0055,SKU0006,2,40.34,0.0,80.68
ORD001795,2024-11-19,ACC0006,SKU0014,19,211.4,0.0,4016.6
ORD001313,2024-11-19,ACC0037,SKU0002,3,42.77,0.0,128.31
ORD000236,2024-11-20,ACC0009,SKU0027,9,24.89,0.0,224.01
ORD000253,2024-11-20,ACC0007,SKU0027,6,22.97,0.0,137.82
ORD001531,2024-11-20,ACC0058,SKU0014,9,203.49,5.0,1739.84
ORD001870,2024-11-20,ACC0035,SKU0001,3,44.52,0.0,133.56
ORD001443,2024-11-20,ACC0056,SKU0017,4,212.56,10.0,765.22
ORD000028,2024-11-20,ACC0011,SKU0001,5,44.77,5.0,212.66
ORD001867,2024-11-20,ACC0041,SKU0015,9,222.1,0.0,1998.9
ORD000451,2024-11-20,ACC0009,SKU0022,9,37.19,5.0,317.97
ORD001525,2024-11-20,ACC0059,SKU0024,1,36.3,0.0,36.3
ORD001914,2024-11-20,ACC0012,SKU0017,9,212.56,0.0,1913.04
ORD002422,2024-11-20,ACC0045,SKU0009,2,40.12,10.0,72.22
ORD001478,2024-11-20,ACC0041,SKU0020,3,36.45,0.0,109.35
ORD000516,2024-11-21,ACC0005,SKU0002,11,42.25,0.0,464.75
ORD002079,2024-11-21,ACC0060,SKU0009,10,45.14,15.0,383.69
ORD001787,2024-11-21,ACC0024,SKU0018,10,203.58,10.0,1832.22
ORD001879,2024-11-21,ACC0029,SKU0027,14,24.01,5.0,319.33
ORD001425,2024-11-22,ACC0052,SKU0014,6,219.42,15.0,1119.04
ORD001408,2024-11-22,ACC0045,SKU0020,11,36.73,10.0,363.63
ORD001748,2024-11-22,ACC0050,SKU0020,2,38.84,0.0,77.68
ORD000152,2024-11-22,ACC0054,SKU0026,7,23.37,0.0,163.59
ORD001752,2024-11-23,ACC0060,SKU0008,1,41.08,10.0,36.97
ORD002492,2024-11-23,ACC0012,SKU0017,2,216.39,0.0,432.78
ORD000549,2024-11-23,ACC0014,SKU0011,3,128.82,0.0,386.46
ORD001031,2024-11-23,ACC0008,SKU0016,12,217.54,0.0,2610.48
ORD001975,2024-11-23,ACC0003,SKU0008,7,40.38,0.0,282.66
ORD001858,2024-11-23,ACC0054,SKU0013,5,120.25,0.0,601.25
ORD001970,2024-11-24,ACC0045,SKU0017,4,213.28,0.0,853.12
ORD002531,2024-11-24,ACC0014,SKU0016,22,217.53,15.0,4067.81
ORD002300,2024-11-24,ACC0060,SKU0017,6,199.64,0.0,1197.84
ORD001452,2024-11-24,ACC0001,SKU0028,3,23.48,0.0,70.44
ORD002451,2024-11-24,ACC0043,SKU0026,17,24.12,5.0,389.54
ORD001916,2024-11-24,ACC0038,SKU0020,4,36.39,0.0,145.56
